,playerID,year,tmID,lgID,pos,GP,G,A,Pts,PIM,+/-,PPG,SHG,PostGP,PostG,PostA,PostPts,PostPIM,PostPPG,PostSHG,HOF,name
23865,lewisda01,1977,NYI,NHL,D,77.0,3.0,11.0,14.0,58.0,32.0,0.0,1.0,7.0,0.0,1.0,1.0,11.0,0.0,0.0,0.0,Dave Lewis
23866,lewisda01,1978,NYI,NHL,D,79.0,5.0,18.0,23.0,43.0,43.0,0.0,0.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,Dave Lewis
23867,lewisda01,1979,NYI,NHL,D,62.0,5.0,16.0,21.0,54.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dave Lewis
23910,libbyje01,1997,NYI,NHL,D,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jeff Libby
24020,lindetr01,1997,NYI,NHL,R,25.0,10.0,7.0,17.0,33.0,-1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Trevor Linden
24021,lindetr01,1998,NYI,NHL,C,82.0,18.0,29.0,47.0,32.0,-14.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Trevor Linden
24042,lindgma01,1998,NYI,NHL,C,12.0,5.0,3.0,8.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mats Lindgren
24043,lindgma01,1999,NYI,NHL,C,43.0,9.0,7.0,16.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mats Lindgren
24044,lindgma01,2000,NYI,NHL,C,20.0,3.0,4.0,7.0,10.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mats Lindgren
24045,lindgma01,2001,NYI,NHL,L,59.0,3.0,12.0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mats Lindgren
24056,lindrbr01,1994,NYI,NHL,R,33.0,1.0,3.0,4.0,100.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brett Lindros
24057,lindrbr01,1995,NYI,NHL,R,18.0,1.0,2.0,3.0,47.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brett Lindros
24286,loisecl01,1991,NYI,NHL,C,11.0,1.0,1.0,2.0,13.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude Loiselle
24287,loisecl01,1992,NYI,NHL,C,41.0,5.0,3.0,8.0,90.0,-5.0,0.0,0.0,18.0,0.0,3.0,3.0,10.0,0.0,0.0,0.0,Claude Loiselle
24288,loisecl01,1993,NYI,NHL,C,17.0,1.0,1.0,2.0,49.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude Loiselle
24324,loneytr01,1994,NYI,NHL,L,26.0,5.0,4.0,9.0,23.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Troy Loney
24371,lorenda01,1990,NYI,NHL,G,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Danny Lorenz
24372,lorenda01,1991,NYI,NHL,G,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Danny Lorenz
24373,lorenda01,1992,NYI,NHL,G,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Danny Lorenz
24386,lorimbo01,1976,NYI,NHL,C,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bob Lorimer
24387,lorimbo01,1977,NYI,NHL,D,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bob Lorimer
24388,lorimbo01,1978,NYI,NHL,D,67.0,3.0,18.0,21.0,42.0,27.0,0.0,0.0,10.0,1.0,3.0,4.0,15.0,0.0,0.0,0.0,Bob Lorimer
24389,lorimbo01,1979,NYI,NHL,D,74.0,3.0,16.0,19.0,53.0,32.0,0.0,0.0,21.0,1.0,3.0,4.0,41.0,0.0,0.0,0.0,Bob Lorimer
24390,lorimbo01,1980,NYI,NHL,D,73.0,1.0,12.0,13.0,77.0,45.0,0.0,0.0,18.0,1.0,4.0,5.0,27.0,0.0,0.0,0.0,Bob Lorimer
24556,ludwicr01,1990,NYI,NHL,D,75.0,1.0,8.0,9.0,77.0,-24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Craig Ludwig
24574,luhniwa01,1997,NYI,NHL,R,8.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Warren Luhning
24575,luhniwa01,1998,NYI,NHL,R,11.0,0.0,0.0,0.0,8.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Warren Luhning
24589,lukowbr01,2005,NYI,NHL,D,57.0,1.0,12.0,13.0,32.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brad Lukowich
24719,luongch01,1993,NYI,NHL,D,17.0,1.0,3.0,4.0,13.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chris Luongo
24720,luongch01,1994,NYI,NHL,D,47.0,1.0,3.0,4.0,36.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chris Luongo
24721,luongch01,1995,NYI,NHL,D,74.0,3.0,7.0,10.0,55.0,-23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chris Luongo
24722,luongro01,1999,NYI,NHL,G,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Roberto Luongo
24858,macdoan01,2008,NYI,NHL,D,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Andrew MacDonald
24859,macdoan01,2009,NYI,NHL,D,46.0,1.0,6.0,7.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Andrew MacDonald
24860,macdoan01,2010,NYI,NHL,D,60.0,4.0,23.0,27.0,37.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Andrew MacDonald
24861,macdoan01,2011,NYI,NHL,D,75.0,5.0,14.0,19.0,26.0,-5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Andrew MacDonald
24890,macdojo01,2007,NYI,NHL,G,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joey MacDonald
24891,macdojo01,2008,NYI,NHL,G,49.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joey MacDonald
24959,macguga01,1979,NYI,NHL,C,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Garth MacGuigan
24960,macguga01,1983,NYI,NHL,C,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Garth MacGuigan
25174,macmibi01,1973,NYI,NHL,R,55.0,4.0,9.0,13.0,16.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Billy MacMillan
25175,macmibi01,1974,NYI,NHL,R,69.0,13.0,12.0,25.0,12.0,0.0,2.0,1.0,17.0,0.0,1.0,1.0,23.0,0.0,0.0,0.0,Billy MacMillan
25176,macmibi01,1975,NYI,NHL,R,64.0,9.0,7.0,16.0,10.0,5.0,0.0,0.0,13.0,4.0,2.0,6.0,8.0,0.0,0.0,0.0,Billy MacMillan
25177,macmibi01,1976,NYI,NHL,R,43.0,6.0,8.0,14.0,13.0,4.0,0.0,1.0,12.0,2.0,0.0,2.0,7.0,0.0,0.0,0.0,Billy MacMillan
25267,macwimi01,1995,NYI,NHL,C,6.0,0.0,0.0,0.0,14.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike MacWilliam
25381,mairji01,1972,NYI,NHL,D,49.0,2.0,11.0,13.0,41.0,-38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jim Mair
25402,makelmi01,1985,NYI,NHL,C,58.0,16.0,20.0,36.0,28.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mikko Makela
25403,makelmi01,1986,NYI,NHL,L,80.0,24.0,33.0,57.0,24.0,3.0,11.0,0.0,11.0,2.0,4.0,6.0,8.0,1.0,0.0,0.0,Mikko Makela
25404,makelmi01,1987,NYI,NHL,R,73.0,36.0,40.0,76.0,22.0,14.0,13.0,2.0,6.0,1.0,4.0,5.0,6.0,1.0,0.0,0.0,Mikko Makela
25405,makelmi01,1988,NYI,NHL,L,76.0,17.0,28.0,45.0,22.0,-16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mikko Makela
25406,makelmi01,1989,NYI,NHL,R,20.0,2.0,3.0,5.0,2.0,-10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mikko Makela
25433,malakvl01,1992,NYI,NHL,D,64.0,14.0,38.0,52.0,59.0,14.0,7.0,0.0,17.0,3.0,6.0,9.0,12.0,1.0,0.0,0.0,Vladimir Malakhov
25434,malakvl01,1993,NYI,NHL,D,76.0,10.0,47.0,57.0,80.0,29.0,4.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,Vladimir Malakhov
25435,malakvl01,1994,NYI,NHL,D,26.0,3.0,13.0,16.0,32.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vladimir Malakhov
25475,maleyda01,1993,NYI,NHL,L,37.0,0.0,6.0,6.0,74.0,-6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,David Maley
25528,malkode01,1998,NYI,NHL,D,2.0,0.0,1.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dean Malkoc
25587,malondo01,1989,NYI,NHL,L,79.0,16.0,27.0,43.0,47.0,6.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Don Maloney
25588,malondo01,1990,NYI,NHL,L,12.0,0.0,5.0,5.0,6.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Don Maloney
25690,manelge01,1990,NYI,NHL,G,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,George Maneluk
25729,manloer01,2002,NYI,NHL,C,8.0,2.0,1.0,3.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eric Manlow
25730,manloer01,2003,NYI,NHL,C,18.0,0.0,2.0,2.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eric Manlow
25740,mannipe01,2008,NYI,NHL,G,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Peter Mannino
25834,mapleju01,2002,NYI,NHL,C,11.0,2.0,2.0,4.0,2.0,-1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Justin Mapletoft
25835,mapleju01,2003,NYI,NHL,C,27.0,1.0,4.0,5.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Justin Mapletoft
25864,marchbr01,1972,NYI,NHL,C,36.0,2.0,6.0,8.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brian Marchinko
25865,marchbr01,1973,NYI,NHL,C,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brian Marchinko
25958,marinch01,1994,NYI,NHL,C,12.0,1.0,4.0,5.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chris Marinucci
25960,marinhe01,1978,NYI,NHL,R,1.0,0.0,0.0,0.0,2.0,-2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hector Marini
25961,marinhe01,1980,NYI,NHL,R,14.0,4.0,7.0,11.0,39.0,9.0,1.0,0.0,9.0,3.0,6.0,9.0,14.0,0.0,0.0,0.0,Hector Marini
25962,marinhe01,1981,NYI,NHL,R,30.0,4.0,9.0,13.0,53.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hector Marini
25972,marjama01,2005,NYI,NHL,R,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masi Marjamaki
26069,maroida01,1991,NYI,NHL,R,12.0,2.0,5.0,7.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Daniel Marois
26070,maroida01,1992,NYI,NHL,R,28.0,2.0,5.0,7.0,35.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Daniel Marois
26132,marshbe01,1973,NYI,NHL,D,69.0,1.0,7.0,8.0,84.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bert Marshall
26133,marshbe01,1974,NYI,NHL,D,77.0,2.0,28.0,30.0,58.0,18.0,0.0,0.0,17.0,2.0,5.0,7.0,16.0,0.0,0.0,0.0,Bert Marshall
26134,marshbe01,1975,NYI,NHL,D,71.0,0.0,16.0,16.0,72.0,37.0,0.0,0.0,13.0,1.0,3.0,4.0,12.0,0.0,0.0,0.0,Bert Marshall
26135,marshbe01,1976,NYI,NHL,D,72.0,4.0,21.0,25.0,61.0,48.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,Bert Marshall
26136,marshbe01,1977,NYI,NHL,D,58.0,0.0,7.0,7.0,44.0,10.0,0.0,0.0,7.0,0.0,2.0,2.0,9.0,0.0,0.0,0.0,Bert Marshall
26137,marshbe01,1978,NYI,NHL,D,45.0,1.0,8.0,9.0,29.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bert Marshall
26271,martima02,2009,NYI,NHL,L,5.0,0.0,2.0,2.0,26.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matt Martin
26272,martima02,2010,NYI,NHL,L,68.0,5.0,9.0,14.0,147.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matt Martin
26273,martima02,2011,NYI,NHL,L,80.0,7.0,7.0,14.0,121.0,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matt Martin
26301,martira01,2001,NYI,NHL,D,23.0,1.0,4.0,5.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Radek Martinek
26302,martira01,2002,NYI,NHL,D,66.0,2.0,11.0,13.0,26.0,15.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,Radek Martinek
26303,martira01,2003,NYI,NHL,D,47.0,4.0,3.0,7.0,43.0,-9.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Radek Martinek
26304,martira01,2005,NYI,NHL,D,74.0,1.0,16.0,17.0,32.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Radek Martinek
26305,martira01,2006,NYI,NHL,D,43.0,2.0,15.0,17.0,40.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Radek Martinek
26306,martira01,2007,NYI,NHL,D,69.0,0.0,15.0,15.0,40.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Radek Martinek
26307,martira01,2008,NYI,NHL,D,51.0,6.0,4.0,10.0,28.0,-16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Radek Martinek
26308,martira01,2009,NYI,NHL,D,16.0,2.0,1.0,3.0,12.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Radek Martinek
26309,martira01,2010,NYI,NHL,D,64.0,3.0,13.0,16.0,35.0,-5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Radek Martinek
26337,martist02,2000,NYI,NHL,C,39.0,1.0,3.0,4.0,20.0,-7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Steve Martins
26509,mauldgr01,2009,NYI,NHL,C,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Greg Mauldin
26684,mcammde01,2008,NYI,NHL,L,18.0,2.0,7.0,9.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dean McAmmond
26726,mcbeawa01,1988,NYI,NHL,D,19.0,0.0,1.0,1.0,12.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wayne McBean
26727,mcbeawa01,1989,NYI,NHL,D,5.0,0.0,1.0,1.0,2.0,-1.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,Wayne McBean
26728,mcbeawa01,1990,NYI,NHL,D,52.0,5.0,14.0,19.0,47.0,-21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wayne McBean
26729,mcbeawa01,1991,NYI,NHL,D,25.0,2.0,4.0,6.0,18.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wayne McBean
26730,mcbeawa01,1993,NYI,NHL,D,19.0,1.0,4.0,5.0,16.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wayne McBean
26735,mccabbr01,1995,NYI,NHL,D,82.0,7.0,16.0,23.0,156.0,-24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bryan McCabe
26736,mccabbr01,1996,NYI,NHL,D,82.0,8.0,20.0,28.0,165.0,-2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bryan McCabe
26737,mccabbr01,1997,NYI,NHL,D,56.0,3.0,9.0,12.0,145.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bryan McCabe
27086,mcdonhu01,1989,NYI,NHL,C,54.0,18.0,11.0,29.0,26.0,10.0,0.0,3.0,5.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,Hubie McDonough
27087,mcdonhu01,1990,NYI,NHL,C,52.0,6.0,6.0,12.0,10.0,-14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hubie McDonough
27088,mcdonhu01,1991,NYI,NHL,C,33.0,7.0,2.0,9.0,15.0,-4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hubie McDonough
27187,mcewemi01,1980,NYI,NHL,D,13.0,0.0,3.0,3.0,10.0,3.0,0.0,0.0,17.0,6.0,8.0,14.0,6.0,4.0,0.0,0.0,Mike McEwen
27188,mcewemi01,1981,NYI,NHL,D,73.0,10.0,39.0,49.0,50.0,30.0,1.0,0.0,15.0,3.0,7.0,10.0,18.0,2.0,0.0,0.0,Mike McEwen
27189,mcewemi01,1982,NYI,NHL,D,42.0,2.0,11.0,13.0,16.0,11.0,1.0,0.0,12.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,Mike McEwen
27190,mcewemi01,1983,NYI,NHL,D,15.0,0.0,2.0,2.0,6.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike McEwen
27239,mcgilbo01,1993,NYI,NHL,D,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bob McGill
27306,mcinnma01,1991,NYI,NHL,C,15.0,3.0,5.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marty McInnis
27307,mcinnma01,1992,NYI,NHL,L,56.0,10.0,20.0,30.0,24.0,7.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Marty McInnis
27308,mcinnma01,1993,NYI,NHL,L,81.0,25.0,31.0,56.0,24.0,31.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marty McInnis
27309,mcinnma01,1994,NYI,NHL,L,41.0,9.0,7.0,16.0,8.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marty McInnis
27310,mcinnma01,1995,NYI,NHL,C,74.0,12.0,34.0,46.0,39.0,-11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marty McInnis
27311,mcinnma01,1996,NYI,NHL,C,70.0,20.0,22.0,42.0,20.0,-7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marty McInnis
27433,mckenal01,1977,NYI,NHL,L,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alex McKendry
27434,mckenal01,1978,NYI,NHL,L,4.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alex McKendry
27435,mckenal01,1979,NYI,NHL,L,2.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,6.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,Alex McKendry
27602,mcleaku01,2008,NYI,NHL,R,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kurtis McLean
27606,mclelto01,1987,NYI,NHL,C,5.0,1.0,1.0,2.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Todd McLellan
27607,mclenja01,1993,NYI,NHL,G,22.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jamie McLennan
27608,mclenja01,1994,NYI,NHL,G,21.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jamie McLennan
27609,mclenja01,1995,NYI,NHL,G,13.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jamie McLennan
27657,mcllwda01,1991,NYI,NHL,C,54.0,8.0,15.0,23.0,28.0,-8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dave McLlwain
27664,mcllwda01,1996,NYI,NHL,C,4.0,1.0,1.0,2.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dave McLlwain
27964,melanro01,1980,NYI,NHL,G,11.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Roland Melanson
27965,melanro01,1981,NYI,NHL,G,36.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Roland Melanson
27966,melanro01,1982,NYI,NHL,G,44.0,0.0,3.0,3.0,22.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Roland Melanson
27967,melanro01,1983,NYI,NHL,G,37.0,0.0,2.0,2.0,10.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Roland Melanson
27968,melanro01,1984,NYI,NHL,G,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Roland Melanson
28099,merriwa01,1977,NYI,NHL,C,37.0,10.0,14.0,24.0,8.0,2.0,2.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Wayne Merrick
28100,merriwa01,1978,NYI,NHL,C,75.0,20.0,21.0,41.0,24.0,13.0,2.0,0.0,10.0,2.0,3.0,5.0,2.0,0.0,0.0,0.0,Wayne Merrick
28101,merriwa01,1979,NYI,NHL,C,70.0,13.0,22.0,35.0,16.0,12.0,2.0,0.0,21.0,2.0,4.0,6.0,2.0,0.0,0.0,0.0,Wayne Merrick
28102,merriwa01,1980,NYI,NHL,C,71.0,16.0,15.0,31.0,30.0,12.0,1.0,0.0,18.0,6.0,12.0,18.0,8.0,0.0,0.0,0.0,Wayne Merrick
28103,merriwa01,1981,NYI,NHL,C,68.0,12.0,27.0,39.0,20.0,4.0,1.0,0.0,19.0,6.0,6.0,12.0,6.0,0.0,0.0,0.0,Wayne Merrick
28104,merriwa01,1982,NYI,NHL,C,59.0,4.0,12.0,16.0,27.0,-3.0,1.0,0.0,19.0,1.0,3.0,4.0,10.0,0.0,0.0,0.0,Wayne Merrick
28105,merriwa01,1983,NYI,NHL,C,31.0,6.0,5.0,11.0,10.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wayne Merrick
28203,meyerfr01,2006,NYI,NHL,D,35.0,0.0,3.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Freddy Meyer
28205,meyerfr01,2007,NYI,NHL,D,52.0,3.0,9.0,12.0,22.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Freddy Meyer
28206,meyerfr01,2008,NYI,NHL,D,27.0,4.0,5.0,9.0,14.0,-19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Freddy Meyer
28207,meyerfr01,2009,NYI,NHL,D,64.0,4.0,11.0,15.0,40.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Freddy Meyer
28211,mezeibr01,2000,NYI,NHL,D,42.0,1.0,4.0,5.0,53.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Branislav Mezei
28212,mezeibr01,2001,NYI,NHL,D,24.0,0.0,2.0,2.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Branislav Mezei
28333,mikape01,1999,NYI,NHL,C,3.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Petr Mika
28359,mikkebi01,1972,NYI,NHL,D,72.0,1.0,10.0,11.0,45.0,-54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bill Mikkelson
