,year,lgID,tmID,G,W,L,T,OTL,Pts,GF,GA,name,PIM,PPG,PPC,SHA,PKG,PKC,SHF,post_G,post_W,post_L,post_T,post_GF,post_GA,post_PIM,post_PPG,post_PKG,SC_champs
581,1996,NHL,ANA,82,36,33,13.0,0.0,85,245,233,Mighty Ducks of Anaheim,1710.0,56.0,333.0,11.0,62.0,336.0,9.0,11.0,4.0,7.0,0.0,25.0,30.0,163.0,10.0,6.0,0.0
582,1996,NHL,BOS,82,26,47,9.0,0.0,61,234,300,Boston Bruins,1369.0,46.0,310.0,6.0,56.0,308.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
583,1996,NHL,BUF,82,40,30,12.0,0.0,92,237,208,Buffalo Sabres,1840.0,43.0,326.0,4.0,59.0,364.0,16.0,12.0,5.0,7.0,0.0,27.0,34.0,226.0,8.0,11.0,0.0
584,1996,NHL,CAL,82,32,41,9.0,0.0,73,214,239,Calgary Flames,1444.0,61.0,361.0,19.0,58.0,345.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1996,NHL,CHI,82,34,35,13.0,0.0,81,223,210,Chicago Blackhawks,1763.0,45.0,304.0,9.0,59.0,374.0,5.0,6.0,2.0,4.0,0.0,14.0,28.0,160.0,1.0,12.0,0.0
586,1996,NHL,COL,82,49,24,9.0,0.0,107,277,205,Colorado Avalanche,1361.0,83.0,403.0,12.0,42.0,339.0,14.0,17.0,10.0,7.0,0.0,59.0,41.0,380.0,21.0,7.0,0.0
587,1996,NHL,DAL,82,48,26,8.0,0.0,104,252,198,Dallas Stars,1325.0,46.0,314.0,9.0,51.0,308.0,11.0,7.0,3.0,4.0,0.0,18.0,21.0,136.0,3.0,6.0,0.0
588,1996,NHL,DET,82,38,26,18.0,0.0,94,253,197,Detroit Red Wings,1582.0,66.0,368.0,8.0,46.0,346.0,10.0,20.0,16.0,4.0,0.0,58.0,38.0,437.0,17.0,15.0,1.0
589,1996,NHL,EDM,82,36,37,9.0,0.0,81,252,247,Edmonton Oilers,1368.0,73.0,406.0,13.0,59.0,338.0,9.0,12.0,5.0,7.0,0.0,32.0,37.0,204.0,8.0,10.0,0.0
590,1996,NHL,FLO,82,35,28,19.0,0.0,89,221,201,Florida Panthers,1628.0,50.0,352.0,17.0,50.0,346.0,5.0,5.0,1.0,4.0,0.0,10.0,13.0,50.0,6.0,2.0,0.0
591,1996,NHL,HAR,82,32,39,11.0,0.0,75,226,256,Hartford Whalers,1513.0,58.0,321.0,11.0,51.0,332.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592,1996,NHL,LAK,82,28,43,11.0,0.0,67,214,268,Los Angeles Kings,1638.0,46.0,338.0,14.0,45.0,352.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,1996,NHL,MTL,82,31,36,15.0,0.0,77,249,276,Montreal Canadiens,1469.0,53.0,337.0,11.0,71.0,347.0,10.0,5.0,1.0,4.0,0.0,11.0,22.0,105.0,0.0,9.0,0.0
594,1996,NHL,NJD,82,45,23,14.0,0.0,104,231,182,New Jersey Devils,1135.0,40.0,288.0,9.0,28.0,235.0,4.0,10.0,5.0,5.0,0.0,27.0,21.0,186.0,11.0,3.0,0.0
595,1996,NHL,NYI,82,29,41,12.0,0.0,70,240,250,New York Islanders,1640.0,48.0,346.0,9.0,53.0,319.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,1996,NHL,NYR,82,38,34,10.0,0.0,86,258,231,New York Rangers,1481.0,63.0,287.0,5.0,69.0,344.0,15.0,15.0,9.0,6.0,0.0,36.0,35.0,218.0,10.0,14.0,0.0
597,1996,NHL,OTT,82,31,36,15.0,0.0,77,226,234,Ottawa Senators,1087.0,56.0,336.0,12.0,48.0,265.0,9.0,7.0,3.0,4.0,0.0,13.0,14.0,91.0,7.0,2.0,0.0
598,1996,NHL,PHI,82,45,24,13.0,0.0,103,274,217,Philadelphia Flyers,1699.0,53.0,362.0,8.0,49.0,342.0,11.0,19.0,12.0,7.0,0.0,67.0,55.0,245.0,18.0,19.0,0.0
599,1996,NHL,PHO,82,38,37,7.0,0.0,83,240,243,Phoenix Coyotes,1582.0,65.0,359.0,14.0,47.0,334.0,9.0,7.0,3.0,4.0,0.0,17.0,17.0,111.0,3.0,6.0,0.0
600,1996,NHL,PIT,82,38,36,8.0,0.0,84,285,280,Pittsburgh Penguins,1498.0,74.0,339.0,12.0,64.0,338.0,11.0,5.0,1.0,4.0,0.0,13.0,20.0,68.0,4.0,4.0,0.0
601,1996,NHL,SJS,82,27,47,8.0,0.0,62,211,278,San Jose Sharks,2085.0,50.0,349.0,11.0,66.0,409.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,1996,NHL,STL,82,36,35,11.0,0.0,83,236,239,St. Louis Blues,1336.0,50.0,327.0,8.0,55.0,332.0,9.0,6.0,2.0,4.0,0.0,12.0,13.0,198.0,5.0,6.0,0.0
603,1996,NHL,TBL,82,32,40,10.0,0.0,74,217,247,Tampa Bay Lightning,1686.0,47.0,340.0,9.0,55.0,361.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,1996,NHL,TOR,82,30,44,8.0,0.0,68,230,273,Toronto Maple Leafs,1331.0,48.0,309.0,8.0,59.0,328.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,1996,NHL,VAN,82,35,40,7.0,0.0,77,257,273,Vancouver Canucks,1607.0,51.0,303.0,8.0,66.0,344.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,1996,NHL,WAS,82,33,40,9.0,0.0,75,214,231,Washington Capitals,1652.0,51.0,322.0,10.0,54.0,354.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,1997,NHL,ANA,82,26,43,13.0,0.0,65,205,261,Mighty Ducks of Anaheim,1843.0,46.0,392.0,10.0,72.0,396.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,1997,NHL,BOS,82,39,30,13.0,0.0,91,221,194,Boston Bruins,1117.0,62.0,359.0,3.0,44.0,285.0,5.0,6.0,2.0,4.0,0.0,13.0,15.0,75.0,6.0,3.0,0.0
609,1997,NHL,BUF,82,36,29,17.0,0.0,89,211,187,Buffalo Sabres,1768.0,51.0,396.0,12.0,65.0,413.0,15.0,15.0,10.0,5.0,0.0,46.0,32.0,268.0,16.0,9.0,0.0
610,1997,NHL,CAL,82,26,41,15.0,0.0,67,217,252,Calgary Flames,1859.0,43.0,356.0,13.0,69.0,430.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611,1997,NHL,CAR,82,33,41,8.0,0.0,74,200,219,Carolina Hurricanes,1455.0,50.0,378.0,10.0,58.0,391.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
612,1997,NHL,CHI,82,30,39,13.0,0.0,73,192,199,Chicago Blackhawks,1546.0,47.0,364.0,5.0,58.0,381.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,1997,NHL,COL,82,39,26,17.0,0.0,95,231,205,Colorado Avalanche,1729.0,74.0,425.0,12.0,53.0,410.0,8.0,7.0,3.0,4.0,0.0,16.0,19.0,209.0,5.0,7.0,0.0
614,1997,NHL,DAL,82,49,22,11.0,0.0,109,242,167,Dallas Stars,1301.0,77.0,385.0,9.0,42.0,351.0,11.0,17.0,10.0,7.0,0.0,36.0,32.0,300.0,10.0,11.0,0.0
615,1997,NHL,DET,82,44,23,15.0,0.0,103,250,196,Detroit Red Wings,1346.0,67.0,381.0,7.0,51.0,376.0,8.0,22.0,16.0,6.0,0.0,75.0,49.0,334.0,20.0,14.0,1.0
616,1997,NHL,EDM,82,35,37,10.0,0.0,80,215,224,Edmonton Oilers,1690.0,77.0,483.0,11.0,66.0,406.0,10.0,12.0,5.0,7.0,0.0,24.0,25.0,245.0,8.0,7.0,0.0
617,1997,NHL,FLO,82,24,43,15.0,0.0,63,203,256,Florida Panthers,1676.0,55.0,409.0,16.0,82.0,403.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,1997,NHL,LAK,82,38,33,11.0,0.0,87,227,225,Los Angeles Kings,1763.0,52.0,366.0,12.0,63.0,399.0,10.0,4.0,0.0,4.0,0.0,8.0,16.0,108.0,1.0,8.0,0.0
619,1997,NHL,MTL,82,37,32,13.0,0.0,87,235,208,Montreal Canadiens,1547.0,68.0,372.0,8.0,62.0,401.0,13.0,10.0,4.0,6.0,0.0,28.0,32.0,148.0,6.0,9.0,0.0
620,1997,NHL,NJD,82,48,23,11.0,0.0,107,225,166,New Jersey Devils,1488.0,63.0,333.0,9.0,41.0,309.0,4.0,6.0,2.0,4.0,0.0,12.0,13.0,92.0,3.0,4.0,0.0
621,1997,NHL,NYI,82,30,41,11.0,0.0,71,212,225,New York Islanders,1646.0,61.0,364.0,16.0,54.0,384.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,1997,NHL,NYR,82,25,39,18.0,0.0,68,197,231,New York Rangers,1548.0,62.0,351.0,13.0,55.0,376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623,1997,NHL,OTT,82,34,33,15.0,0.0,83,193,200,Ottawa Senators,1091.0,48.0,375.0,9.0,47.0,303.0,6.0,11.0,5.0,6.0,0.0,20.0,30.0,135.0,8.0,7.0,0.0
624,1997,NHL,PHI,82,42,29,11.0,0.0,95,242,193,Philadelphia Flyers,1766.0,71.0,399.0,9.0,51.0,382.0,7.0,5.0,1.0,4.0,0.0,9.0,18.0,90.0,3.0,9.0,0.0
625,1997,NHL,PHO,82,35,35,12.0,0.0,82,224,227,Phoenix Coyotes,1602.0,57.0,384.0,6.0,66.0,408.0,10.0,6.0,2.0,4.0,0.0,18.0,24.0,127.0,6.0,7.0,0.0
626,1997,NHL,PIT,82,40,24,18.0,0.0,98,228,188,Pittsburgh Penguins,1225.0,67.0,407.0,16.0,46.0,338.0,11.0,6.0,2.0,4.0,0.0,15.0,18.0,70.0,4.0,5.0,0.0
627,1997,NHL,SJS,82,34,38,10.0,0.0,78,210,216,San Jose Sharks,1417.0,54.0,400.0,5.0,59.0,398.0,10.0,6.0,2.0,4.0,0.0,12.0,16.0,152.0,6.0,7.0,0.0
628,1997,NHL,STL,82,45,29,8.0,0.0,98,256,204,St. Louis Blues,1414.0,62.0,368.0,4.0,49.0,367.0,12.0,10.0,6.0,4.0,0.0,29.0,31.0,185.0,13.0,7.0,0.0
629,1997,NHL,TBL,82,17,55,10.0,0.0,44,151,269,Tampa Bay Lightning,1823.0,33.0,353.0,16.0,72.0,410.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630,1997,NHL,TOR,82,30,43,9.0,0.0,69,194,237,Toronto Maple Leafs,1481.0,41.0,359.0,13.0,50.0,372.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631,1997,NHL,VAN,82,25,43,14.0,0.0,64,224,273,Vancouver Canucks,2166.0,48.0,373.0,12.0,77.0,432.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632,1997,NHL,WAS,82,40,30,12.0,0.0,92,219,202,Washington Capitals,1198.0,55.0,350.0,4.0,39.0,361.0,14.0,21.0,12.0,9.0,0.0,53.0,44.0,319.0,14.0,15.0,0.0
633,1998,NHL,ANA,82,35,34,13.0,0.0,83,215,206,Mighty Ducks of Anaheim,1323.0,83.0,378.0,7.0,60.0,387.0,6.0,4.0,0.0,4.0,0.0,6.0,17.0,80.0,4.0,7.0,0.0
634,1998,NHL,BOS,82,39,30,13.0,0.0,91,214,181,Boston Bruins,1182.0,65.0,368.0,9.0,33.0,305.0,3.0,12.0,6.0,6.0,0.0,30.0,27.0,126.0,9.0,8.0,0.0
635,1998,NHL,BUF,82,37,28,17.0,0.0,91,207,175,Buffalo Sabres,1561.0,49.0,363.0,7.0,55.0,399.0,6.0,21.0,14.0,7.0,0.0,59.0,49.0,349.0,19.0,17.0,0.0
636,1998,NHL,CAL,82,30,40,12.0,0.0,72,211,234,Calgary Flames,1389.0,51.0,357.0,6.0,78.0,386.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,1998,NHL,CAR,82,34,30,18.0,0.0,86,210,202,Carolina Hurricanes,1158.0,42.0,382.0,6.0,51.0,346.0,5.0,6.0,2.0,4.0,0.0,10.0,16.0,62.0,2.0,4.0,0.0
638,1998,NHL,CHI,82,29,41,12.0,0.0,70,202,248,Chicago Blackhawks,1807.0,50.0,335.0,10.0,80.0,405.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
639,1998,NHL,COL,82,44,28,10.0,0.0,98,239,205,Colorado Avalanche,1619.0,71.0,375.0,12.0,63.0,386.0,7.0,19.0,11.0,8.0,0.0,56.0,54.0,309.0,14.0,19.0,0.0
640,1998,NHL,DAL,82,51,19,12.0,0.0,114,236,168,Dallas Stars,1108.0,74.0,393.0,4.0,43.0,319.0,6.0,23.0,16.0,7.0,0.0,64.0,44.0,279.0,13.0,9.0,1.0
641,1998,NHL,DET,82,43,32,7.0,0.0,93,245,202,Detroit Red Wings,1202.0,67.0,415.0,7.0,45.0,355.0,14.0,10.0,6.0,4.0,0.0,31.0,27.0,137.0,14.0,9.0,0.0
642,1998,NHL,EDM,82,33,37,12.0,0.0,78,230,226,Edmonton Oilers,1373.0,63.0,438.0,10.0,67.0,374.0,8.0,4.0,0.0,4.0,0.0,7.0,11.0,85.0,2.0,2.0,0.0
643,1998,NHL,FLO,82,30,34,18.0,0.0,78,210,228,Florida Panthers,1522.0,51.0,380.0,11.0,67.0,370.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,1998,NHL,LAK,82,32,45,5.0,0.0,69,189,222,Los Angeles Kings,1383.0,43.0,327.0,11.0,47.0,330.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
645,1998,NHL,MTL,82,32,39,11.0,0.0,75,184,209,Montreal Canadiens,1299.0,50.0,344.0,10.0,44.0,344.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
646,1998,NHL,NAS,82,28,47,7.0,0.0,63,190,261,Nashville Predators,1420.0,40.0,324.0,10.0,75.0,357.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
647,1998,NHL,NJD,82,47,24,11.0,0.0,105,248,196,New Jersey Devils,1355.0,60.0,304.0,5.0,47.0,325.0,7.0,7.0,3.0,4.0,0.0,18.0,21.0,86.0,5.0,4.0,0.0
648,1998,NHL,NYI,82,24,48,10.0,0.0,58,194,244,New York Islanders,1111.0,54.0,341.0,7.0,60.0,363.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
649,1998,NHL,NYR,82,33,38,11.0,0.0,77,217,227,New York Rangers,1087.0,71.0,348.0,9.0,48.0,336.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,1998,NHL,OTT,82,44,23,15.0,0.0,103,239,179,Ottawa Senators,892.0,59.0,397.0,13.0,44.0,317.0,6.0,4.0,0.0,4.0,0.0,6.0,12.0,46.0,3.0,4.0,0.0
651,1998,NHL,PHI,82,37,26,19.0,0.0,93,231,196,Philadelphia Flyers,1075.0,65.0,386.0,7.0,53.0,333.0,4.0,6.0,2.0,4.0,0.0,11.0,9.0,82.0,3.0,5.0,0.0
652,1998,NHL,PHO,82,39,31,12.0,0.0,90,205,197,Phoenix Coyotes,1412.0,41.0,342.0,5.0,45.0,348.0,8.0,7.0,3.0,4.0,0.0,16.0,19.0,95.0,5.0,9.0,0.0
653,1998,NHL,PIT,82,38,30,14.0,0.0,90,242,225,Pittsburgh Penguins,977.0,65.0,363.0,14.0,56.0,302.0,10.0,13.0,6.0,7.0,0.0,35.0,36.0,183.0,8.0,6.0,0.0
654,1998,NHL,SJS,82,31,33,18.0,0.0,80,196,191,San Jose Sharks,1423.0,53.0,399.0,4.0,61.0,407.0,8.0,6.0,2.0,4.0,0.0,17.0,19.0,102.0,7.0,7.0,0.0
655,1998,NHL,STL,82,37,32,13.0,0.0,87,237,209,St. Louis Blues,1308.0,61.0,301.0,4.0,47.0,387.0,7.0,13.0,6.0,7.0,0.0,31.0,33.0,179.0,11.0,8.0,0.0
656,1998,NHL,TBL,82,19,54,9.0,0.0,47,179,292,Tampa Bay Lightning,1316.0,43.0,310.0,10.0,68.0,387.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,1998,NHL,TOR,82,45,30,7.0,0.0,97,268,231,Toronto Maple Leafs,1095.0,53.0,367.0,6.0,64.0,325.0,7.0,17.0,9.0,8.0,0.0,43.0,46.0,252.0,12.0,13.0,0.0
658,1998,NHL,VAN,82,23,47,12.0,0.0,58,192,258,Vancouver Canucks,1764.0,57.0,358.0,9.0,77.0,450.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659,1998,NHL,WAS,82,31,45,6.0,0.0,68,200,218,Washington Capitals,1381.0,52.0,301.0,7.0,55.0,353.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
660,1999,NHL,ANA,82,34,33,12.0,3.0,83,217,227,Mighty Ducks of Anaheim,926.0,55.0,332.0,8.0,62.0,296.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661,1999,NHL,ATL,82,14,57,7.0,4.0,39,170,313,Atlanta Thrashers,1422.0,44.0,348.0,13.0,76.0,386.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,1999,NHL,BOS,82,24,33,19.0,6.0,73,210,248,Boston Bruins,865.0,51.0,355.0,4.0,55.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
663,1999,NHL,BUF,82,35,32,11.0,4.0,85,213,204,Buffalo Sabres,1173.0,37.0,351.0,10.0,54.0,361.0,8.0,5.0,1.0,4.0,0.0,8.0,14.0,70.0,3.0,9.0,0.0
664,1999,NHL,CAL,82,31,36,10.0,5.0,77,211,256,Calgary Flames,1267.0,59.0,330.0,8.0,74.0,365.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
665,1999,NHL,CAR,82,37,35,10.0,0.0,84,217,216,Carolina Hurricanes,799.0,58.0,342.0,7.0,40.0,253.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,1999,NHL,CHI,82,33,37,10.0,2.0,78,242,245,Chicago Blackhawks,1444.0,52.0,325.0,13.0,58.0,355.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
667,1999,NHL,COL,82,42,28,11.0,1.0,96,233,201,Colorado Avalanche,1118.0,59.0,302.0,7.0,52.0,335.0,3.0,17.0,11.0,6.0,0.0,43.0,32.0,178.0,15.0,12.0,0.0
668,1999,NHL,DAL,82,43,23,10.0,6.0,102,211,184,Dallas Stars,1029.0,54.0,343.0,9.0,33.0,307.0,9.0,23.0,14.0,9.0,0.0,52.0,46.0,291.0,15.0,12.0,0.0
669,1999,NHL,DET,82,48,22,10.0,2.0,108,278,210,Detroit Red Wings,1014.0,69.0,338.0,6.0,44.0,311.0,15.0,9.0,5.0,4.0,0.0,23.0,19.0,132.0,10.0,5.0,0.0
670,1999,NHL,EDM,82,32,26,16.0,8.0,88,226,212,Edmonton Oilers,1344.0,53.0,336.0,4.0,54.0,369.0,9.0,5.0,1.0,4.0,0.0,11.0,14.0,84.0,3.0,2.0,0.0
671,1999,NHL,FLO,82,43,27,6.0,6.0,98,244,209,Florida Panthers,1329.0,58.0,338.0,8.0,47.0,323.0,2.0,4.0,0.0,4.0,0.0,6.0,12.0,54.0,1.0,2.0,0.0
672,1999,NHL,LAK,82,39,27,12.0,4.0,94,245,228,Los Angeles Kings,1313.0,60.0,356.0,12.0,66.0,373.0,4.0,4.0,0.0,4.0,0.0,6.0,15.0,54.0,0.0,7.0,0.0
673,1999,NHL,MTL,82,35,34,9.0,4.0,83,196,194,Montreal Canadiens,1067.0,54.0,323.0,8.0,40.0,302.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
674,1999,NHL,NAS,82,28,40,7.0,7.0,70,199,240,Nashville Predators,946.0,41.0,304.0,11.0,46.0,309.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
675,1999,NHL,NJD,82,45,24,8.0,5.0,103,251,203,New Jersey Devils,1313.0,55.0,274.0,9.0,39.0,313.0,9.0,23.0,16.0,7.0,0.0,61.0,39.0,192.0,12.0,5.0,1.0
676,1999,NHL,NYI,82,24,48,9.0,1.0,58,194,275,New York Islanders,1376.0,45.0,319.0,8.0,84.0,419.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
677,1999,NHL,NYR,82,29,38,12.0,3.0,73,218,246,New York Rangers,916.0,55.0,325.0,9.0,49.0,292.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
678,1999,NHL,OTT,82,41,28,11.0,2.0,95,244,210,Ottawa Senators,850.0,52.0,310.0,8.0,34.0,273.0,6.0,6.0,2.0,4.0,0.0,10.0,17.0,81.0,2.0,2.0,0.0
679,1999,NHL,PHI,82,45,22,12.0,3.0,105,237,179,Philadelphia Flyers,1233.0,69.0,340.0,7.0,42.0,316.0,7.0,18.0,11.0,7.0,0.0,44.0,40.0,257.0,15.0,8.0,0.0
680,1999,NHL,PHO,82,39,31,8.0,4.0,90,232,228,Phoenix Coyotes,940.0,37.0,310.0,7.0,43.0,306.0,14.0,5.0,1.0,4.0,0.0,10.0,17.0,75.0,3.0,7.0,0.0
681,1999,NHL,PIT,82,37,31,8.0,6.0,88,241,236,Pittsburgh Penguins,1221.0,54.0,346.0,11.0,56.0,321.0,7.0,11.0,6.0,5.0,0.0,31.0,23.0,173.0,8.0,7.0,0.0
682,1999,NHL,SJS,82,35,30,10.0,7.0,87,225,214,San Jose Sharks,1292.0,62.0,377.0,4.0,61.0,372.0,16.0,12.0,5.0,7.0,0.0,27.0,37.0,164.0,10.0,13.0,0.0
683,1999,NHL,STL,82,51,19,11.0,1.0,114,248,165,St. Louis Blues,1139.0,61.0,342.0,3.0,42.0,345.0,13.0,7.0,3.0,4.0,0.0,22.0,20.0,114.0,8.0,6.0,0.0
684,1999,NHL,TBL,82,19,47,9.0,7.0,54,204,310,Tampa Bay Lightning,1733.0,51.0,365.0,7.0,77.0,399.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,1999,NHL,TOR,82,45,27,7.0,3.0,100,246,222,Toronto Maple Leafs,1103.0,57.0,321.0,5.0,58.0,330.0,11.0,12.0,6.0,6.0,0.0,26.0,26.0,154.0,2.0,7.0,0.0
686,1999,NHL,VAN,82,30,29,15.0,8.0,83,227,237,Vancouver Canucks,1047.0,51.0,323.0,7.0,63.0,322.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
687,1999,NHL,WAS,82,44,24,12.0,2.0,102,227,194,Washington Capitals,994.0,43.0,286.0,3.0,47.0,340.0,9.0,5.0,1.0,4.0,0.0,8.0,17.0,83.0,3.0,6.0,0.0
688,2000,NHL,ANA,82,25,41,11.0,5.0,66,188,245,Mighty Ducks of Anaheim,1136.0,66.0,373.0,13.0,71.0,390.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
689,2000,NHL,ATL,82,23,45,12.0,2.0,60,211,289,Atlanta Thrashers,1500.0,54.0,395.0,8.0,90.0,408.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
690,2000,NHL,BOS,82,36,30,8.0,8.0,88,227,249,Boston Bruins,1325.0,64.0,390.0,7.0,65.0,377.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
691,2000,NHL,BUF,82,46,30,5.0,1.0,98,218,184,Buffalo Sabres,1249.0,60.0,373.0,5.0,40.0,334.0,6.0,13.0,7.0,6.0,0.0,38.0,30.0,138.0,10.0,8.0,0.0
692,2000,NHL,CAL,82,27,36,15.0,4.0,73,197,236,Calgary Flames,1376.0,65.0,435.0,11.0,76.0,378.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
693,2000,NHL,CAR,82,38,32,9.0,3.0,88,212,225,Carolina Hurricanes,1083.0,72.0,382.0,16.0,45.0,351.0,6.0,6.0,2.0,4.0,0.0,8.0,20.0,115.0,3.0,2.0,0.0
694,2000,NHL,CBS,82,28,39,9.0,6.0,71,190,233,Columbus Blue Jackets,1234.0,56.0,381.0,8.0,70.0,363.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
695,2000,NHL,CHI,82,29,40,8.0,5.0,71,210,246,Chicago Blackhawks,1001.0,41.0,318.0,12.0,52.0,323.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
696,2000,NHL,COL,82,52,16,10.0,4.0,118,270,192,Colorado Avalanche,1138.0,80.0,363.0,11.0,59.0,342.0,11.0,23.0,16.0,7.0,0.0,69.0,41.0,256.0,23.0,13.0,1.0
697,2000,NHL,DAL,82,48,24,8.0,2.0,106,241,187,Dallas Stars,1041.0,72.0,367.0,7.0,49.0,355.0,7.0,10.0,4.0,6.0,0.0,22.0,26.0,116.0,5.0,6.0,0.0
698,2000,NHL,DET,82,49,20,9.0,4.0,111,253,202,Detroit Red Wings,1082.0,85.0,384.0,7.0,55.0,385.0,10.0,6.0,2.0,4.0,0.0,17.0,15.0,57.0,9.0,3.0,0.0
699,2000,NHL,EDM,82,39,28,12.0,3.0,93,243,222,Edmonton Oilers,1287.0,59.0,398.0,4.0,62.0,382.0,13.0,6.0,2.0,4.0,0.0,13.0,16.0,83.0,5.0,4.0,0.0
700,2000,NHL,FLO,82,22,38,13.0,9.0,66,200,246,Florida Panthers,1509.0,46.0,353.0,13.0,64.0,398.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701,2000,NHL,LAK,82,38,28,13.0,3.0,92,252,228,Los Angeles Kings,1196.0,71.0,367.0,6.0,72.0,382.0,14.0,13.0,7.0,6.0,0.0,25.0,34.0,146.0,6.0,14.0,0.0
702,2000,NHL,MIN,82,25,39,13.0,5.0,68,168,210,Minnesota Wild,1200.0,36.0,374.0,14.0,57.0,373.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
703,2000,NHL,MTL,82,28,40,8.0,6.0,70,206,232,Montreal Canadiens,1020.0,68.0,421.0,3.0,60.0,337.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
704,2000,NHL,NAS,82,34,36,9.0,3.0,80,186,200,Nashville Predators,944.0,51.0,361.0,4.0,49.0,331.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
